"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Caffeine|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Caffeine|Concentration in container [µmol/l]","Organism|Lumen|Caffeine|Fraction of oral drug mass absorbed into mucosa"
0,2727,0.8478035,0.7973083,0.9998997
0,2730,0.8392985,0.7892914,0.9999006
0,2733,0.8308772,0.7813539,0.9999015
0,2736,0.8225391,0.773495,0.9999024
0,2739,0.8142831,0.765714,0.9999033
0,2742,0.8061087,0.7580101,0.9999041
0,2745,0.7980149,0.7503827,0.9999049
0,2748,0.790001,0.742831,0.9999057
0,2751,0.7820663,0.7353542,0.9999065
0,2754,0.7742102,0.7279517,0.9999073
0,2757,0.7664316,0.7206227,0.9999081
0,2760,0.7587301,0.7133665,0.9999088
0,2763,0.7511047,0.7061825,0.9999096
0,2766,0.7435549,0.69907,0.9999103
0,2769,0.7360799,0.6920282,0.999911
0,2772,0.7286789,0.6850564,0.9999117
0,2775,0.7213513,0.6781542,0.9999124
0,2778,0.7140964,0.6713206,0.9999131
0,2781,0.7069134,0.6645551,0.9999138
0,2784,0.6998017,0.6578571,0.9999144
0,2787,0.6927607,0.6512259,0.9999151
0,2790,0.6857896,0.6446608,0.9999157
0,2793,0.6788877,0.6381611,0.9999163
0,2796,0.6720545,0.6317264,0.9999169
0,2799,0.6652892,0.6253559,0.9999175
0,2802,0.6585912,0.6190491,0.9999181
0,2805,0.6519599,0.6128052,0.9999186
0,2808,0.6453946,0.6066237,0.9999192
0,2811,0.6388946,0.600504,0.9999198
0,2814,0.6324594,0.5944456,0.9999203
0,2817,0.6260884,0.5884477,0.9999208
0,2820,0.6197808,0.5825099,0.9999214
0,2823,0.6135361,0.5766315,0.9999219
0,2826,0.6073537,0.5708119,0.9999224
0,2829,0.6012331,0.5650507,0.9999229
0,2832,0.5951735,0.5593471,0.9999233
0,2835,0.5891744,0.5537007,0.9999238
0,2838,0.5832352,0.5481109,0.9999243
0,2841,0.5773554,0.5425771,0.9999248
0,2844,0.5715343,0.5370989,0.9999253
0,2847,0.5657715,0.5316756,0.9999257
0,2850,0.5600662,0.5263067,0.9999261
0,2853,0.554418,0.5209917,0.9999266
0,2856,0.5488264,0.5157301,0.999927
0,2859,0.5432907,0.5105214,0.9999274
0,2862,0.5378104,0.505365,0.9999278
0,2865,0.5323851,0.5002603,0.9999282
0,2868,0.5270141,0.495207,0.9999286
0,2871,0.5216969,0.4902045,0.999929
0,2874,0.516433,0.4852523,0.9999293
0,2877,0.5112219,0.4803499,0.9999297
0,2880,0.506063,0.4754969,0.9999301
0,2883,0.5009559,0.4706926,0.9999304
0,2886,0.4959001,0.4659368,0.9999307
0,2889,0.490895,0.4612288,0.9999311
0,2892,0.4859402,0.4565683,0.9999315
0,2895,0.4810351,0.4519547,0.9999318
0,2898,0.4761793,0.4473875,0.9999321
0,2901,0.4713723,0.4428664,0.9999324
0,2904,0.4666136,0.4383909,0.9999327
0,2907,0.4619027,0.4339605,0.9999331
0,2910,0.4572392,0.4295748,0.9999334
0,2913,0.4526227,0.4252333,0.9999337
0,2916,0.4480525,0.4209357,0.999934
0,2919,0.4435284,0.4166814,0.9999342
0,2922,0.4390498,0.41247,0.9999345
0,2925,0.4346162,0.4083012,0.9999348
0,2928,0.4302274,0.4041744,0.999935
0,2931,0.4258827,0.4000894,0.9999353
0,2934,0.4215818,0.3960456,0.9999356
0,2937,0.4173243,0.3920427,0.9999358
0,2940,0.4131096,0.3880802,0.999936
0,2943,0.4089375,0.3841577,0.9999363
0,2946,0.4048074,0.380275,0.9999366
0,2949,0.400719,0.3764315,0.9999368
0,2952,0.3966718,0.3726268,0.999937
0,2955,0.3926654,0.3688607,0.9999372
0,2958,0.3886996,0.3651327,0.9999375
0,2961,0.3847737,0.3614423,0.9999377
0,2964,0.3808874,0.3577894,0.9999379
0,2967,0.3770404,0.3541734,0.9999381
0,2970,0.3732323,0.350594,0.9999383
0,2973,0.3694626,0.3470509,0.9999385
0,2976,0.3657311,0.3435436,0.9999387
0,2979,0.3620372,0.3400719,0.999939
0,2982,0.3583807,0.3366354,0.9999391
0,2985,0.3547612,0.3332337,0.9999393
0,2988,0.3511782,0.3298665,0.9999395
0,2991,0.3476315,0.3265334,0.9999397
0,2994,0.3441207,0.3232341,0.9999399
0,2997,0.3406453,0.3199682,0.99994
0,3000,0.3372052,0.3167355,0.9999402
